,tweet_created,tweet_id,full_text,cleaned_text,sentiment_confidence,sentiment,sentiment_encoded
3347,2015-08-07 09:19:56 -0700,6.296884324621394e+17,"RT @L_EdwinSaar: Dr Carson: Progressives depend on the ignorance of the American people. 

Said the man who compared Obamacare to slavery. …",dr carson progressives depend on the ignorance of the american people said the man who compared obamacare to slavery …,1.0,Negative,0
3348,2015-08-07 09:19:55 -0700,6.296884291444777e+17,RT @DickMorrisTweet: Who Won The Debate? Dick Morris TV: Lunch Alert! http://t.co/4XvN7N5lv1 #GOPDebate #Election2016 @realDonaldTrump @ted…,who won the debate dick morris tv lunch alert  gopdebate election2016,1.0,Neutral,2
3349,2015-08-07 09:19:54 -0700,6.296884262673285e+17,"RT @adelsbergerdan: After hearing the summary from the  #GOPDebate last night, if a Republican wins the election, we're screwed",after hearing the summary from the gopdebate last night if a republican wins the election we are screwed,1.0,Negative,0
3350,2015-08-07 09:19:54 -0700,6.296884262000681e+17,"Ted Cruz, born in Canada. Nobody say shit. This stuff is comical. #GOPDebate",ted cruz born in canada nobody say shit this stuff is comical gopdebate,1.0,Negative,0
3352,2015-08-07 09:19:52 -0700,6.296884174046495e+17,"RT @benshapiro: BTW, I cannot stand John Kasich. But he did well tonight. Which makes me slightly nauseous. #GOPDebate",btw i cannot stand john kasich but he did well tonight which makes me slightly nauseous gopdebate,0.6386,Negative,0
3353,2015-08-07 09:19:52 -0700,6.29688417186644e+17,"Oh they are real and even have the same hair, sorta.  They are all @realDonaldTrump 
#GOPDebate  https://t.co/mTQdsDGPEb",oh they are real and even have the same hair sorta they are all gopdebate ,0.3548,Neutral,2
3354,2015-08-07 09:19:52 -0700,6.296884169433498e+17,"It seems that the #GOPDebate was kinda dull cause candidates being plain ol' racist, sexist warmongers just doesn't do it anymore.",it seems that the gopdebate was kinda dull because candidates being plain ol racist sexist warmongers just does not do it anymore,1.0,Negative,0
3355,2015-08-07 09:19:50 -0700,6.296884109623091e+17,RT @AnneBayefsky: .@RealBenCarson: I’m the only one to take out half a brain but if you look at Washington you might think somebody beat me…, i am the only one to take out half a brain but if you look at washington you might think somebody beat me…,0.6685,Negative,0
3356,2015-08-07 09:19:49 -0700,6.296884069693522e+17,I'm pretty sure that Megan KKKelly had the biggest fake eyelashes ever at any #gopDebate.,i am pretty sure that megan kkkelly had the biggest fake eyelashes ever at any gopdebate,1.0,Negative,0
3357,2015-08-07 09:19:49 -0700,6.296884061178634e+17,"With #CarlyFiorina making positive name for herself in the #GOPDebate, #HillaryClinton is certain to self destruct! https://t.co/di7m31RFIY",with carlyfiorina making positive name for herself in the gopdebate hillaryclinton is certain to self destruct ,0.6562,Neutral,2
3358,2015-08-07 09:19:49 -0700,6.296884045281198e+17,If you are one to complain about America's corrupt 2 party system - you better not complain about Trump's threat last night #Vote #GOPDebate,if you are one to complain about americas corrupt 2 party system  you better not complain about trumps threat last night vote gopdebate,0.3534,Positive,4
3359,2015-08-07 09:19:48 -0700,6.29688401902633e+17,"Intern on #GOPDebate: ""this lady kept asking questions about gay rights and lesbians and women's rights. It was ridiculous.""",intern on gopdebate this lady kept asking questions about gay rights and lesbians and womens rights it was ridiculous,0.3402,Negative,0
3360,2015-08-07 09:19:47 -0700,6.296883967184282e+17,RT @SpacePlankton: I really hope Shelli gets evicted then they announce a twist that brings Jason back. #GOPDebate,i really hope shelli gets evicted then they announce a twist that brings jason back gopdebate,0.6703,Negative,0
3361,2015-08-07 09:19:47 -0700,6.296883954894848e+17,RT @kwdayboise: Fact checking the GOP candidates' statements in debate http://t.co/QjssdIkKPD via @NewsHour #GOPDebate,fact checking the gop candidates statements in debate  via gopdebate,1.0,Neutral,2
3362,2015-08-07 09:19:46 -0700,6.296883930274284e+17,We Watched The Debate With A Bunch Of Conservative Activists. Here's How They Reacted #GOPDebate http://t.co/Ug21fI5FcE via @dailycaller,we watched the debate with a bunch of conservative activists heres how they reacted gopdebate  via,1.0,Neutral,2
3364,2015-08-07 09:19:42 -0700,6.296883777055621e+17,"So,@realDonaldTrump  is now whining because questions posed were not fair. #whinybaby #notpresidential #GOPDebate",so is now whining because questions posed were not fair whinybaby notpresidential gopdebate,0.6392,Negative,0
3365,2015-08-07 09:19:42 -0700,6.296883776761364e+17,.@realDonaldTrump might've shot himself in the foot losing the support of women with this behavior http://t.co/JA96Jes4oU #GOPDebate, might have shot himself in the foot losing the support of women with this behavior  gopdebate,1.0,Negative,0
3367,2015-08-07 09:19:42 -0700,6.29688374790484e+17,I made a good choice #Rectify over the #GOPDebate...#priorities,i made a good choice rectify over the gopdebatepriorities,0.6023,Neutral,2
3368,2015-08-07 09:19:42 -0700,6.296883740354847e+17,RT @johnlundin: 17 Funniest Tweets on #GOPDebate Failing to Even Mention Climate Change http://t.co/CxOXwPA3j0 #climate,17 funniest tweets on gopdebate failing to even mention climate change  climate,0.6556,Negative,0
3369,2015-08-07 09:19:40 -0700,6.29688367249109e+17,is there any way I can watch the whole debate from last night?? #help #GOPDebate,is there any way i can watch the whole debate from last night help gopdebate,0.6552,Neutral,2
3370,2015-08-07 09:19:39 -0700,6.296883631765873e+17,Trump whines about tough questions; 'Megyn behaved very nasty to me' http://t.co/jylEVqSzRr #GOPDebate #Election2016,trump whines about tough questions megyn behaved very nasty to me  gopdebate election2016,0.3511,Neutral,2
3371,2015-08-07 09:19:37 -0700,6.296883534500004e+17,"""We cannot give away money we don't have"" @RandPaul #ThingsThatShouldBeBasicLogic #GOPDebate",we cannot give away money we do not have thingsthatshouldbebasiclogic gopdebate,0.6801,Neutral,2
3372,2015-08-07 09:19:36 -0700,6.296883508327301e+17,"RT @hiphughes: ""America is stupid. Mexico is really smart. Elect me or you're stupid too."" ~Donald Trump #GOPDebate",america is stupid mexico is really smart elect me or you are stupid too donald trump gopdebate,0.6552,Negative,0
3373,2015-08-07 09:19:36 -0700,6.296883498008166e+17,@realDonaldTrump is a breath of fresh air but increasingly careless and generic. Long road to the #WhiteHouse; could get stale #GOPDebate,is a breath of fresh air but increasingly careless and generic long road to the whitehouse could get stale gopdebate,1.0,Negative,0
3374,2015-08-07 09:19:36 -0700,6.296883486097613e+17,.@realDonaldTrump: Now some of the people you would least expect are calling me up and apologizing. #Hannity #GOPDebate, now some of the people you would least expect are calling me up and apologizing hannity gopdebate,0.6966,Negative,0
3375,2015-08-07 09:19:35 -0700,6.2968834662588e+17,A debate should be between 2 candidates. Not between a candidate and a moderator. The moderators should be time keepers only. #GOPDebate,a debate should be between 2 candidates not between a candidate and a moderator the moderators should be time keepers only gopdebate,1.0,Negative,0
3376,2015-08-07 09:19:34 -0700,6.296883426203197e+17,"RT @bree_mars: So about that ""pledge""...I'll just leave this right here. @realDonaldTrump @RandPaul @RonPaul @DanScavino #GOPDebate http://…",so about that pledgei will just leave this right here gopdebate http…,0.7083,Negative,0
3377,2015-08-07 09:19:33 -0700,6.296883367984865e+17,"Donald #Trump: great television, horrible statesmanship. @realDonaldTrump #GOPDebate And don't call me a ""hater"" because I am not. #Sad",donald trump great television horrible statesmanship gopdebate and do not call me a hater because i am not sad,0.6843,Negative,0
3378,2015-08-07 09:19:32 -0700,6.296883328853238e+17,I am not the biggest @megynkelly fan in the world. (Or Fox in general) but I really enjoyed her question to Trump about women #GOPDebate,i am not the biggest fan in the world or fox in general but i really enjoyed her question to trump about women gopdebate,0.6889,Positive,4
3379,2015-08-07 09:19:30 -0700,6.296883252475167e+17,@RealBenCarson was my early favourite until he compared taxes to tithing. Keep religion out it out dude! #GOPDebate,was my early favourite until he compared taxes to tithing keep religion out it out dude gopdebate,1.0,Negative,0
3380,2015-08-07 09:19:28 -0700,6.296883179325194e+17,#GOPDebate @RandPaul so when 'the government tries to invade the church' there's an issue but not when religion invades politics?,gopdebate so when the government tries to invade the church there is an issue but not when religion invades politics,1.0,Negative,0
3381,2015-08-07 09:19:26 -0700,6.296883073041162e+17,Political debates teach marketers how not to message to audiences today. Be direct don't deflect! #GOPDebate @OrlandoDish @KeenaMcGee,political debates teach marketers how not to message to audiences today be direct do not deflect gopdebate,1.0,Negative,0
3382,2015-08-07 09:19:26 -0700,6.296883067044823e+17,"The ""If we knew what we know now"" Q's regarding #IRAQ are idiotic as they are insulting to all of the #veterans who served there! #GOPDebate",the if we knew what we know now qs regarding iraq are idiotic as they are insulting to all of the veterans who served there gopdebate,1.0,Negative,0
3383,2015-08-07 09:19:23 -0700,6.296882962312929e+17,@Livestream #GOPDebate most important of all Republicans will not get the Womens vote not even if they beg for it http://t.co/iovVW90aaX,gopdebate most important of all republicans will not get the womens vote not even if they beg for it ,0.6948,Negative,0
3384,2015-08-07 09:19:21 -0700,6.296882896840253e+17,"RT @scarylawyerguy: We had a chance to secure Social Security surplus in 2000, but media decided they wanted to hang w/W instead of fact ch…",we had a chance to secure social security surplus in 2000 but media decided they wanted to hang ww instead of fact ch…,0.3412,Negative,0
3385,2015-08-07 09:19:21 -0700,6.296882890128957e+17,RT @NeinQuarterly:My only complaint with the political culture of the present: the politics. The culture. And the present. #GOPDebate,only complaint with the political culture of the present the politics the culture and the present gopdebate,0.6819,Negative,0
3386,2015-08-07 09:19:21 -0700,6.296882863621407e+17,RT @Cjlewis99: @FoxNews moderators took up 32% of the air time. Guess who else got most the time? #GOPDebate #FoxDebate http://t.co/IZJ1N7a…,moderators took up 32 of the air time guess who else got most the time gopdebate foxdebate …,0.6421,Negative,0
3387,2015-08-07 09:19:21 -0700,6.296882860096717e+17,You know who @ChrisChristie was giving hugs to? THE FAMILIES OF PEARL HARBOR VICTIMS #GOPDebate,you know who was giving hugs to the families of pearl harbor victims gopdebate,0.6824,Negative,0
3388,2015-08-07 09:19:20 -0700,6.29688284613079e+17,RT @NeinQuarterly:De Tocqueville has left the building. #GOPDebate,tocqueville has left the building gopdebate,1.0,Neutral,2
3389,2015-08-07 09:19:19 -0700,6.296882780698501e+17,RT @picsofmattdamon: Oh ho ho. A scene where #kieraknightley talks emotionally to some guy in the rain. #GOPDebate #cliche #WhitePrivilege,oh ho ho a scene where kieraknightley talks emotionally to some guy in the rain gopdebate cliche whiteprivilege,0.3636,Negative,0
3390,2015-08-07 09:19:19 -0700,6.296882776463319e+17,The Fox News moderators got 31% of the airtime last night #GOPDebate. With Megyn Kelly getting the most.  That's not a surprise,the fox news moderators got 31 of the airtime last night gopdebate with megyn kelly getting the most that is not a surprise,0.3542,Neutral,2
3391,2015-08-07 09:19:18 -0700,6.296882758007316e+17,"RT @FCAlexB: @WSJ ""tonight's attendance is 62 people for the JV Game"" #GOPDebate",tonights attendance is 62 people for the jv game gopdebate,0.6739,Neutral,2
3392,2015-08-07 09:19:17 -0700,6.296882695807058e+17,How can the candidates not mention any veteran issues besides firing VA Personal. Veteran homelessness in America is a disgrace #GOPDebate,how can the candidates not mention any veteran issues besides firing va personal veteran homelessness in america is a disgrace gopdebate,0.7035,Negative,0
3393,2015-08-07 09:19:17 -0700,6.296882695555031e+17,RT @deray: I hadn't heard Jeb speak for an extended period of time until tonight. I thought that he would be a better speaker. He isn't. #G…,i had not heard jeb speak for an extended period of time until tonight i thought that he would be a better speaker he is not g…,1.0,Negative,0
3394,2015-08-07 09:19:17 -0700,6.296882692492124e+17,"RT @DaciaLJohnson: So, who do you think won the #GOPDebate? So far @TCPalm polls shows @realDonaldTrump at 50%: http://t.co/4atgYTWh8T http…",so who do you think won the gopdebate so far polls shows at 50  http…,0.6847,Neutral,2
3395,2015-08-07 09:19:15 -0700,6.296882644510638e+17,FOX #GOPDebate drew 10 million viewers. No Democrat primary debate has ever attracted anything like this...-- Rush,fox gopdebate drew 10 million viewers no democrat primary debate has ever attracted anything like this rush,1.0,Positive,4
3396,2015-08-07 09:19:15 -0700,6.296882618378732e+17,"@ZeitgeistGhost #GOPDebate last night clarified that it's not a clown car, it's a loony van of sociopaths.",gopdebate last night clarified that it is not a clown car it is a loony van of sociopaths,1.0,Negative,0
3397,2015-08-07 09:19:15 -0700,6.296882606844273e+17,RT @michelleeeers: It's really hard to believe Donald Trump wasn't created by God as a work of satire #GOPDebate,it is really hard to believe donald trump was not created by god as a work of satire gopdebate,1.0,Negative,0
3398,2015-08-07 09:19:14 -0700,6.29688259208065e+17,"RT @kumailn: When Dr. Doom takes his mask off, it could be any of these people underneath. #GOPDebate",when dr doom takes his mask off it could be any of these people underneath gopdebate,0.6742,Negative,0
3399,2015-08-07 09:19:12 -0700,6.296882497037271e+17,I wish we could see Kasich vs #BernieSanders for the presidency. The actual issues &amp; ideas might come out. #GOPDebate Didn't watch it.,i wish we could see kasich vs berniesanders for the presidency the actual issues  ideas might come out gopdebate did not watch it,1.0,Positive,4
3400,2015-08-07 09:19:11 -0700,6.296882475690025e+17,"HOOT! LOOKY THIS.. huh last I heard neither Clinton nor Sanders was part of #GOPdebate 
 RT @davidbadash: Today’s... http://t.co/hf76cKlBpQ",hoot looky this huh last i heard neither clinton nor sanders was part of gopdebate rt today’s ,0.6859999999999999,Neutral,2
3401,2015-08-07 09:19:11 -0700,6.296882469187092e+17,RT @kyaecker: Love to hear an apology from @megynkelly to @realDonaldTrump for dragging the debate into the toilet #gopdebate,love to hear an apology from to for dragging the debate into the toilet gopdebate,0.3409,Negative,0
3402,2015-08-07 09:19:11 -0700,6.296882451824599e+17,RT @barefootpagan: Gonna call it a night &amp; think of peaceful thoughts to erase the #GOPDebate from my mind. Blessed Be. http://t.co/pDI5czn…,going to call it a night  think of peaceful thoughts to erase the gopdebate from my mind blessed be …,1.0,Negative,0
3403,2015-08-07 09:19:11 -0700,6.296882443394089e+17,@RealBenCarson said a mouthful. #RunBenRun #Carson2016 #GOPDebate http://t.co/rpQo4SQBTo,said a mouthful runbenrun carson2016 gopdebate ,0.6374,Positive,4
3404,2015-08-07 09:19:10 -0700,6.296882430348124e+17,RT @TCPalmKGardner: Who told the truth and whose pants are on fire from last night's #GOPDebate? http://t.co/WhLKEkq2FM …,who told the truth and whose pants are on fire from last nights gopdebate  …,0.6296,Neutral,2
3405,2015-08-07 09:19:10 -0700,6.296882401912218e+17,RT @goldietaylor: And now a word from God... #GOPDebate http://t.co/VkGvYttwtK,and now a word from god gopdebate ,0.6364,Neutral,2
3406,2015-08-07 09:19:09 -0700,6.296882382659297e+17,"@moe67 Oh I'm sure it did. Headlines this morning ""#GOPDebate winners weren't #Trump or Jeb"" Shocker  Boring BB show w Derrick  #BB17",oh i am sure it did headlines this morning gopdebate winners were not trump or jeb shocker boring bb show w derrick bb17,0.6907,Negative,0
3407,2015-08-07 09:19:04 -0700,6.296882158976614e+17,Fact checking the GOP candidates' statements in debate http://t.co/QjssdIkKPD via @NewsHour #GOPDebate,fact checking the gop candidates statements in debate  via gopdebate,1.0,Neutral,2
3408,2015-08-07 09:19:04 -0700,6.296882154447217e+17,RT @kevantrich: @mtaibbi the pimp lobby is NOT happy #GOPDebate http://t.co/k8Gj8apqu7,the pimp lobby is not happy gopdebate ,0.6593,Neutral,2
3409,2015-08-07 09:19:03 -0700,6.296882142576927e+17,"The #GOPDebate staging evoked ""Seasons of Love"" from ""Rent,"" says @CharlesMcNulty. More: http://t.co/bCpJvfxccB",the gopdebate staging evoked seasons of love from rent says more ,0.6917,Negative,0
3410,2015-08-07 09:19:03 -0700,6.296882125885235e+17,"RT @LailaLalami: Aaaand systemic racism is ""all about training."" Time for a commercial. #GOPDebate",aaaand systemic racism is all about training time for a commercial gopdebate,0.6649,Negative,0
3411,2015-08-07 09:19:03 -0700,6.296882122319954e+17,Could @FoxNews be any more blatant about their dislike for @realDonaldTrump? I dislike him BUT this was an uneven playing field.#GOPDebate,could be any more blatant about their dislike for i dislike him but this was an uneven playing fieldgopdebate,1.0,Negative,0
3412,2015-08-07 09:19:03 -0700,6.296882101599642e+17,RT @HuffPostLive: Last night's #GOPDebate in a nutshell. http://t.co/dyyuTjv1ji,last nights gopdebate in a nutshell ,0.6453,Neutral,2
3413,2015-08-07 09:19:02 -0700,6.296882082222244e+17,RT @JohnFugelsang: Tonight I am live-heckling #GOPDebate with @FrankConniff and @MykaFox at @QEDAstoria and we are sold out like Rand Paul.,tonight i am liveheckling gopdebate with and at and we are sold out like rand paul,0.6413,Negative,0
3414,2015-08-07 09:19:00 -0700,6.29688198092968e+17,Didn't watch a nanosecond. #GOPDebate 💩,did not watch a nanosecond gopdebate :pile_of_poo:,0.6845,Negative,0
3415,2015-08-07 09:18:59 -0700,6.296881975728947e+17,"RT @feministabulous: Remember when Trump didn't apologize for calling women ""'fat pigs"" ""dogs"" and ""disgusting animals""? 
http://t.co/QgwM5…",remember when trump did not apologize for calling women fat pigs dogs and disgusting animals …,1.0,Negative,0
3416,2015-08-07 09:18:59 -0700,6.296881949723238e+17,".@GayPatriot's takeaway from last night: ""America Doesn't Deserve Ben Carson."" http://t.co/kjGFYYpcTe #GOPDebate",s takeaway from last night america does not deserve ben carson  gopdebate,1.0,Negative,0
3417,2015-08-07 09:18:59 -0700,6.296881949304873e+17,Advice to #GOP candidates in the order they finished 7th place Ted Cruz more of same take more of the clock time #gopdebate #tcot #p2,advice to gop candidates in the order they finished 7th place ted cruz more of same take more of the clock time gopdebate tcot p2,0.6606,Negative,0
3418,2015-08-07 09:18:59 -0700,6.296881943473684e+17,"RT @Pie_SocialMedia: At the #GOPDebate , #walker16 #scottwalker never gained momentum. Dead last. #epicfail #collegedropout #fraud https://…",at the gopdebate  walker16 scottwalker never gained momentum dead last epicfail collegedropout fraud https…,1.0,Negative,0
3419,2015-08-07 09:18:59 -0700,6.296881935126815e+17,"Definitely Off Topic:

Watched the #GOPDebate last night and was thoroughly entertained.",definitely off topic watched the gopdebate last night and was thoroughly entertained,0.3247,Neutral,2
3420,2015-08-07 09:18:58 -0700,6.296881923969802e+17,@RandPaul totally pulled a Leeroy Jenkins last night at the #GOPdebate charging in against @realDonaldTrump  and had similar results. #WoW,totally pulled a leeroy jenkins last night at the gopdebate charging in against and had similar results wow,0.6535,Negative,0
3421,2015-08-07 09:18:56 -0700,6.296881832660214e+17,"#FF 
Best source for what's going on in US Senate: @SenTomCotton
Best commentary: @BuckSexton 
Best #GOPDebate performance: @CarlyFiorina",ff best source for what is going on in us senate best commentary best gopdebate performance,1.0,Positive,4
3422,2015-08-07 09:18:53 -0700,6.296881722978836e+17,.@instagram Y’all taking down the @DreamDefenders account for criticizing the #GOPDebate is some bullshit., you all taking down the account for criticizing the gopdebate is some bullshit,1.0,Negative,0
3423,2015-08-07 09:18:53 -0700,6.296881714759557e+17,Watching FOX #GOPDebate (?) was like watching a football game where every time the ball is hiked... the refs all dogpile the same player.,watching fox gopdebate  was like watching a football game where every time the ball is hiked the refs all dogpile the same player,1.0,Negative,0
3424,2015-08-07 09:18:53 -0700,6.296881694878392e+17,Watched the #GOPDebate with my political buddy. #daddy ❤🐘 http://t.co/dqr7LjEwNu,watched the gopdebate with my political buddy daddy :red_heart::elephant: ,1.0,Neutral,2
3425,2015-08-07 09:18:53 -0700,6.29688169399722e+17,"RT @TheDemocrats: Marco Rubio’s tax plan is pure 80s: 
↑ taxes for working families 
↓ taxes for those at the top. 
#OMGOP #GOPDebate http:…",marco rubio’s tax plan is pure 80s ↑ taxes for working families ↓ taxes for those at the top omgop gopdebate http…,0.6859999999999999,Negative,0
3426,2015-08-07 09:18:53 -0700,6.296881687914578e+17,Yep… And it ain't pretty -- Hillary is loving life. #GOPDebate  https://t.co/TrumOOJA4G,yep… and it is not pretty  hillary is loving life gopdebate ,0.6591,Neutral,2
3427,2015-08-07 09:18:52 -0700,6.296881676673843e+17,FOR SHIT'S SAKE... TURN ON THE TV AND IT WAS STILL ON FOX FROM THE #GOPDebate AND ALL I SEE IS PEOPLE GOBBLING @realDonaldTrump 'S KNOB.,for shits sake turn on the tv and it was still on fox from the gopdebate and all i see is people gobbling s knob,1.0,Negative,0
3428,2015-08-07 09:18:52 -0700,6.29688164106408e+17,@Reince - That's because we all came for the laughs and bat shit crazy comments. #GOPDebate, that is because we all came for the laughs and bat shit crazy comments gopdebate,1.0,Negative,0
3429,2015-08-07 09:18:51 -0700,6.296881609398231e+17,"RT @danholler: Cruz hit unconstitutional executive actions, #PlannedParenthood, religious liberty and Iran deal in final answer. #GOPDebate",cruz hit unconstitutional executive actions plannedparenthood religious liberty and iran deal in final answer gopdebate,0.3477,Neutral,2
3430,2015-08-07 09:18:50 -0700,6.29688159757058e+17,Countries in Africa  RT' &amp; DL' #InternationalBeerDay #GOPDebate #fridayreads @timaya #AMAYANABO_cover  »» http://t.co/DRKtW64C1u,countries in africa rt  dl internationalbeerday gopdebate fridayreads amayanabocover »» ,0.6632,Neutral,2
3431,2015-08-07 09:18:50 -0700,6.296881596185313e+17,RT @jerrydoyle: Dust up between @RandPaul and @ChrisChristie at the #GOPDebate over #NSA http://t.co/EZMufRVHhQ Christie won when Paul brou…,dust up between and at the gopdebate over nsa  christie won when paul brou…,0.3474,Neutral,2
3432,2015-08-07 09:18:50 -0700,6.2968815868749e+17,"RT @HellBlazeRaiser: @FoxNews @megynkelly @BretBaier court @realDonaldTrump to boost their ratings, but try to undermine him at the #GOPDeb…",court to boost their ratings but try to undermine him at the gopdeb…,0.6739,Negative,0
3433,2015-08-07 09:18:50 -0700,6.296881558226862e+17,RT @TheXclass: #GOPDebate taught us that it's OK to buy Democracy and sacrifice Other Peoples Kids in WAR! to make the whole thing profitab…,gopdebate taught us that it is ok to buy democracy and sacrifice other peoples kids in war to make the whole thing profitab…,1.0,Negative,0
3434,2015-08-07 09:18:49 -0700,6.296881555585147e+17,"RT @DLoesch: Cruz, Rubio led the night tonight. #GOPDebate",cruz rubio led the night tonight gopdebate,0.6786,Positive,4
3435,2015-08-07 09:18:48 -0700,6.296881475766313e+17,"RT @kristina_schake: .@jmpalmieri: ""Hillary Clinton wasn't on the stage, but we think she was the clear winner."" #GOPDebate http://t.co/SLz…", hillary clinton was not on the stage but we think she was the clear winner gopdebate …,0.7059,Neutral,2
3436,2015-08-07 09:18:47 -0700,6.296881452028355e+17,Recap of the #GOPdebate: these #TenMen want to make choices for all women. #GOPtbt http://t.co/YUikaXrvtV,recap of the gopdebate these tenmen want to make choices for all women goptbt ,0.6472,Negative,0
3438,2015-08-07 09:18:46 -0700,6.296881406226145e+17,#GOPDebate moderated by @foxnews was our chance to ask questions the right cares about not what left is concerned with @IngrahamAngle 2/2,gopdebate moderated by was our chance to ask questions the right cares about not what left is concerned with 22,0.3297,Positive,4
3439,2015-08-07 09:18:46 -0700,6.29688140521939e+17,"RT @RickSantorum: ""I'm going to take a blowtorch to the I.R.S."" -@RickSantorum #GOPDebate",i am going to take a blowtorch to the irs  gopdebate,0.6842,Neutral,2
3440,2015-08-07 09:18:45 -0700,6.296881379424993e+17,RT @SalenaZitoTrib: Thanks @BrucePurple @DaneStrother @ChipFelkel for your input on @OffRoadPolitics on #GOPDebate http://t.co/6OFOA0Hqpa h…,thanks for your input on on gopdebate  h…,1.0,Positive,4
3441,2015-08-07 09:18:42 -0700,6.296881262276567e+17,Donald #Trump visited the border. John #Kasich attended a gay wedding. Q: Which man is braver? #GOPDebate #LowBar,donald trump visited the border john kasich attended a gay wedding q which man is braver gopdebate lowbar,0.6413,Neutral,2
3442,2015-08-07 09:18:42 -0700,6.296881251832586e+17,"RT @JenniLathrop: ""American exceptionalism"" is NOT theology. #GOPDebate",american exceptionalism is not theology gopdebate,1.0,Neutral,2
3443,2015-08-07 09:18:42 -0700,6.296881250196521e+17,"Trump tanked, so you ignore every single other candidate?? #txot #ccot #GOPDebate",trump tanked so you ignore every single other candidate txot ccot gopdebate,0.6495,Negative,0
3444,2015-08-07 09:18:42 -0700,6.29688124361343e+17,Watching the #GOPDebate again. If you vote in this primary... listen to the quiet smart people instead of the loud people. Please. Bah.,watching the gopdebate again if you vote in this primary listen to the quiet smart people instead of the loud people please bah,0.3407,Neutral,2
3445,2015-08-07 09:18:41 -0700,6.296881218698895e+17,RT @MolonLabe1776us: Retweet if you think @HillaryClinton should be in PRISON. #Benghazi #Tcot #rednationrising #wakeupamerica #GOPDebate h…,retweet if you think should be in prison benghazi tcot rednationrising wakeupamerica gopdebate h…,0.245,Positive,4
3446,2015-08-07 09:18:41 -0700,6.296881208087429e+17,I've got ma brand  RT' &amp; DL' #InternationalBeerDay #GOPDebate #fridayreads @timaya #AMAYANABO_cover  »» http://t.co/DRKtW64C1u,i have got ma brand rt  dl internationalbeerday gopdebate fridayreads amayanabocover »» ,0.6709,Neutral,2
3447,2015-08-07 09:18:41 -0700,6.296881180990792e+17,"That's a good way to dispel sexism charges for sure, calling a female journalist a bimbo. #GOPDebate  https://t.co/HARNfFYfdm",that is a good way to dispel sexism charges for sure calling a female journalist a bimbo gopdebate ,0.6458,Negative,0
3448,2015-08-07 09:18:40 -0700,6.296881138167316e+17,RT @NathanHaynes24: @FoxNews  after last night's #GOPDebate  @RealBenCarson @GovMikeHuckabee  have emerged as my top two,after last nights gopdebate have emerged as my top two,1.0,Positive,4
3449,2015-08-07 09:18:38 -0700,6.296881089891983e+17,Ted Cruz with Sean Hannity After the #GOPDebate http://t.co/uIAoTVyd8Z,ted cruz with sean hannity after the gopdebate ,0.6629,Neutral,2
3450,2015-08-07 09:18:38 -0700,6.296881071730524e+17,Treating women like human beings isn't political correctness. #GOPDebate,treating women like human beings is not political correctness gopdebate,0.6776,Negative,0
3451,2015-08-07 09:18:38 -0700,6.296881071395267e+17,"Rush Limbaugh ""Fox News made the debate seem like there is a Republican war on women.""  #EpicFail #FoxNews #GOPDebate",rush limbaugh fox news made the debate seem like there is a republican war on women epicfail foxnews gopdebate,0.3068,Neutral,2
3452,2015-08-07 09:18:37 -0700,6.296881040608748e+17,IceCube 4 President!!! 😉@DonnieWahlberg: I love seeing the #StraightOuttaCompton movie preview during the #GOPDebate!,icecube 4 president :winking_face: i love seeing the straightouttacompton movie preview during the gopdebate,0.6544,Neutral,2
3453,2015-08-07 09:18:36 -0700,6.296880969639526e+17,@OutnumberedFNC mentioned @ericbolling likes his #titosvodka and soda. Excellent choice for #GOPDebate watching.,mentioned likes his titosvodka and soda excellent choice for gopdebate watching,0.6392,Neutral,2
3454,2015-08-07 09:18:35 -0700,6.296880943468708e+17,"RT @rodimusprime: Ben Carson is all these candidates ""black friend"" they not actually listening to him but they are being so civil towards …",ben carson is all these candidates black friend they not actually listening to him but they are being so civil towards …,0.6336,Neutral,2
3455,2015-08-07 09:18:35 -0700,6.296880935330611e+17,RT @Couranto: Rush now mocking Megyn Kelly as self serving &amp; narcissistic. #KellyFile #GOPDebate #FOXDebate,rush now mocking megyn kelly as self serving  narcissistic kellyfile gopdebate foxdebate,1.0,Negative,0
3456,2015-08-07 09:18:34 -0700,6.296880909620756e+17,RT @JeneralPR: Now! @ninaturner on @hardball with Chris Matthews discussing #GOPDebate http://t.co/08I67jQo7g,now on with chris matthews discussing gopdebate ,1.0,Neutral,2
3457,2015-08-07 09:18:33 -0700,6.296880884664852e+17,RT @benshapiro: This is the worst episode of Fox &amp; Friends ever. #GOPDebate,this is the worst episode of fox  friends ever gopdebate,1.0,Negative,0
3458,2015-08-07 09:18:33 -0700,6.296880875940372e+17,RT @EliseVess: Healthcare used to be unavailable to low income people. The affordable care act isn't stealing it's healing. #GOPDebate,healthcare used to be unavailable to low income people the affordable care act is not stealing it is healing gopdebate,0.6667,Negative,0
3459,2015-08-07 09:18:33 -0700,6.29688087367422e+17,#GOPDebate - Watching Pataki talk about taking on radical Islam. Wonder if he'd do the same against radical Christianity...#NotReally,gopdebate  watching pataki talk about taking on radical islam wonder if he would do the same against radical christianitynotreally,0.6702,Neutral,2
3460,2015-08-07 09:18:33 -0700,6.296880843601388e+17,RT @rachelhills: .@HillaryClinton to the Republicans: #GOPDebate http://t.co/z71BjpCpaq, to the republicans gopdebate ,0.6297,Neutral,2
